Path	Segment	Id	RR
./corpus_rs3/corpus/26.rs3	 Воспользовавшись ситуацией в Южной Осетии и прямой военной поддержкой Москвы,	18	elaboration
./corpus_rs3/corpus/26.rs3	 ##### 12 августа 2008 года	20	restatement
./corpus_rs3/corpus/26.rs3	 как это событие официально называют в непризнанной республике)	22	elaboration
./corpus_rs3/corpus/26.rs3	 грузинские военные и полицейские были вытеснены из абхазского «сердца».	23	same-unit
./corpus_rs3/corpus/26.rs3	 Война России и Грузии привела к тому,	24	cause-effect
./corpus_rs3/corpus/26.rs3	 Независимость Сухума признала только РФ (и частично Никарагуа, не установив с Абхазией дипломатических отношений	27	joint
./corpus_rs3/corpus/26.rs3	 и не ратифицировав декрет президента о признании через парламент)	28	joint
./corpus_rs3/corpus/26.rs3	 . Другие государства (включая близкие Москве Белоруссию и Армению) «воздержались».	29	joint
./corpus_rs3/corpus/26.rs3	 Абхазия участвует в женевских переговорах,	30	joint
./corpus_rs3/corpus/26.rs3	 её признают стороной конфликта в ООН, ЕС и ОБСЕ.	31	joint
./corpus_rs3/corpus/26.rs3	 Однако с прекращением деятельности международных миссий в рамках международно признанных границ Грузии переговоры могут заглохнуть.	32	contrast
./corpus_rs3/corpus/26.rs3	 ##### История борьбы Абхазии за самоопределение драматична.	33	antithesis
./corpus_rs3/corpus/26.rs3	 Она поднимает несколько фундаментальных проблем для политического развития всего евразийского пространства.	34	preparation
./corpus_rs3/corpus/26.rs3	 Казус Абхазии стал наглядной демонстрацией парадоксов этнонационального самоопределения в Советском Союзе.	35	joint
./corpus_rs3/corpus/26.rs3	 Республиканские движения за национальную независимость считали само собой разумеющейся сецессию.	36	joint
./corpus_rs3/corpus/26.rs3	 (видя в ней повторение модели Советского Союза и потенциальную угрозу сепаратизма)	38	elaboration
./corpus_rs3/corpus/26.rs3	 ##### В грузинском национальном движении только единицы высказывались за поиск диалога с абхазской элитой, привлечение её в ряды своих союзников (Ивлиан Хаиндрава, Давид Бердзенишвили).	40	contrast
./corpus_rs3/corpus/26.rs3	 Однако их позиция не стала доминирующей.	41	contrast
./corpus_rs3/corpus/26.rs3	 не желавшие делиться с представителями иноэтничного бизнеса.	43	elaboration
./corpus_rs3/corpus/26.rs3	 Ради объективности стоит сказать и о том, что абхазское национальное движение периода заката СССР было во многих чертах зеркальным отражением грузинских диссидентов - националистов.	44	contrast
./corpus_rs3/corpus/26.rs3	 Однако до военных действий 1992 года у сторон был теоретический шанс договориться.	45	contrast
./corpus_rs3/corpus/26.rs3	 ##### Лишь отказ от компромиссов и жёсткая линия с обеих сторон сделали такое соглашение (и сценарий наподобие татарстанского или башкирского договора в РФ) невозможным.	46	joint
./corpus_rs3/corpus/26.rs3	 Жестокий характер военных действий (особенно чувствительный у абхазов просто в силу малочисленности их этноса) сделал невозможным и сосуществование в рамках одного государства.	47	joint
./corpus_rs3/corpus/26.rs3	 В этой связи все ссылки на высокий процент межнациональных браков в советское время	48	comparison
./corpus_rs3/corpus/26.rs3	 (равно как и размышления по поводу того, что будущий лидер Абхазии Владислав Ардзинба защищал свою докторскую диссертацию «Ритуалы и мифы древней Анатолии» в Тбилиси в 1985 году)	49	comparison
./corpus_rs3/corpus/26.rs3	 не слишком состоятельны.	50	same-unit
./corpus_rs3/corpus/26.rs3	 Сосуществование двух амбициозных элит было возможно в рамках советского проекта.	51	comparison
./corpus_rs3/corpus/26.rs3	 Вне его (и вне репрессивных механизмов контроля над настроениями) такое сосуществование оказалось нереальным.	52	comparison
./corpus_rs3/corpus/26.rs3	 Два проекта Абхазии (грузинский и абхазский) оказались диаметрально противоположными друг другу,	53	joint
./corpus_rs3/corpus/26.rs3	 ибо оба этих проекта предполагали не сосуществование, а доминирование.	54	joint
./corpus_rs3/corpus/26.rs3	 ##### Для того чтобы контролировать два противоположных проекта,	55	purpose
./corpus_rs3/corpus/26.rs3	 Такой силы ни в 1992 году, ни сегодня, спустя 17 лет, не нашлось.	57	antithesis
./corpus_rs3/corpus/26.rs3	 Борьба за доминирование неизбежно привела к силовому спору и праву силы в качестве наиболее оптимального способа разрешения проблемы.	58	joint
./corpus_rs3/corpus/26.rs3	 Если не остановить сегодня этот бесконечный спор,	59	condition
./corpus_rs3/corpus/26.rs3	 ##### В 1992 году,	61	same-unit
./corpus_rs3/corpus/26.rs3	 начав войну в Абхазии,	62	cause-effect
./corpus_rs3/corpus/26.rs3	 вводя подразделения Грузии в верхнюю часть Кодори,	65	elaboration
./corpus_rs3/corpus/26.rs3	 снова продемонстрировал,	66	same-unit
./corpus_rs3/corpus/26.rs3	 Военные же действия в Южной Осетии дали абхазам негативный опыт и возможный отрицательный паттерн для будущего.	68	contrast
./corpus_rs3/corpus/26.rs3	 Таким образом, в течение 17 лет Тбилиси по крайней мере трижды отталкивал Абхазию от себя.	69	joint
./corpus_rs3/corpus/26.rs3	 Абхазы платили тем же (изгнание грузинского населения).	70	joint
./corpus_rs3/corpus/26.rs3	 Насколько в этой связи обоснованно считать успешную реинтеграцию двух конфликтующих сторон возможной, необходимым и, главное, реалистичным делом?	71	joint
./corpus_rs3/corpus/26.rs3	 Риторический вопрос.	72	joint
./corpus_rs3/corpus/27.rs3	 расположенный в Фермилаб в Чикаго	2	elaboration
./corpus_rs3/corpus/27.rs3	 будет закрыт в октябре 2011 года.	3	same-unit
./corpus_rs3/corpus/27.rs3	 Несмотря на то, что научные консультанты рекомендовали продлить его финансирование ещё на три года,	4	concession
./corpus_rs3/corpus/27.rs3	 ##### Теватрон обладает долгой и яркой историей.	6	preparation
./corpus_rs3/corpus/27.rs3	 Так, именно на Теватроне был впервые получен T-кварк — самая тяжёлая из известных фундаментальных частиц.	8	joint
./corpus_rs3/corpus/27.rs3	 На Теватроне была измерена асимметрия материи и антиматерии в процессах, в которых она никогда ранее не наблюдалась.	9	joint
./corpus_rs3/corpus/27.rs3	 являющегося переносчиком слабого взаимодействия.	11	elaboration
./corpus_rs3/corpus/27.rs3	 ##### Строительство Теватрона было закончено в 1983 году,	12	sequence
./corpus_rs3/corpus/27.rs3	 однако источник антипротонов был установлен только в 1985 году,	13	sequence
./corpus_rs3/corpus/27.rs3	 а в 1986 году были произведены первые столкновения частиц.	14	sequence
./corpus_rs3/corpus/27.rs3	 поскольку именно такую энергию протонов (1 ТэВ) планировалось получить на ускорителе.	16	cause-effect
./corpus_rs3/corpus/27.rs3	 Однако эта цель была достигнута только в конце 90-х.	17	contrast
./corpus_rs3/corpus/27.rs3	 Бозон Хиггса отвечает в этой модели за массу всех частиц,	20	joint
./corpus_rs3/corpus/27.rs3	 однако	21	same-unit
./corpus_rs3/corpus/27.rs3	 несмотря на упорные попытки,	22	concession
./corpus_rs3/corpus/27.rs3	 На данный момент только Теватрон и БАК имеют шансы поймать-таки неуловимую частицу.	24	joint
./corpus_rs3/corpus/27.rs3	 ##### Для продолжения работы коллайдера	25	purpose
./corpus_rs3/corpus/27.rs3	 по оценкам специалистов	26	attribution
./corpus_rs3/corpus/27.rs3	 однако	28	same-unit
./corpus_rs3/corpus/27.rs3	 из-за сложной финансовой ситуации	29	cause-effect
./corpus_rs3/corpus/33.rs3	 ##### Нью-Йорк	1	preparation
./corpus_rs3/corpus/33.rs3	 который демонстрирует уязвимость континента не только перед экономическим спадом,	3	joint
./corpus_rs3/corpus/33.rs3	 но и перед изменением климата.	4	joint
./corpus_rs3/corpus/33.rs3	 уменьшив продовольственную безопасность,	6	joint
./corpus_rs3/corpus/33.rs3	 ускорив распространение болезней вроде малярии	7	joint
./corpus_rs3/corpus/33.rs3	 и вызвав массовую миграцию.	8	joint
./corpus_rs3/corpus/33.rs3	 ##### Как это ни парадоксально, но кризис вместе с тем предоставляет Африке и уникальную возможность.	10	preparation
./corpus_rs3/corpus/33.rs3	 особенно в области возобновляемой энергии и низкоуглеродистого роста.	12	elaboration
./corpus_rs3/corpus/33.rs3	 Существует реальная возможность подтолкнуть страны к новой модели развития,	13	joint
./corpus_rs3/corpus/33.rs3	 которая принесет пользу не только Африке,	14	joint
./corpus_rs3/corpus/33.rs3	 но и всему миру.	15	joint
./corpus_rs3/corpus/33.rs3	 Для Африки она означает развитие «защиты от климатических воздействий» через увеличение урожайности, инвестиции в стойкие к климату зерновые культуры и инфраструктуру, развитие сбора дождевой воды и расширение медицинских мер контроля в ожидании увеличения трансмиссивных болезней.	17	elaboration
./corpus_rs3/corpus/33.rs3	 Чтобы приспособиться к изменению климата,	18	purpose
./corpus_rs3/corpus/33.rs3	 - в то время, когда бюджеты иностранной помощи и так испытывают давление.	22	background
./corpus_rs3/corpus/33.rs3	 чтобы те могли приспособиться к этим вызовам,	24	purpose
./corpus_rs3/corpus/33.rs3	 варьируются между 50 и 100 миллиардами долларов в год.	25	same-unit
./corpus_rs3/corpus/33.rs3	 Именно поэтому так важно предложение британского премьер-министра Гордона Брауна о создании фонда для борьбы с изменением климата.	26	antithesis
./corpus_rs3/corpus/33.rs3	 причем как финансовые, так и гуманитарные.	28	elaboration
./corpus_rs3/corpus/33.rs3	 если экономические и социальные успехи Африки за прошлое десятилетие будут аннулированы.	30	condition
./corpus_rs3/corpus/33.rs3	 Развивающиеся рынки могут исчезнуть,	31	comparison
./corpus_rs3/corpus/33.rs3	 а инвестиционные возможности испариться,	32	comparison
./corpus_rs3/corpus/33.rs3	 в то время как увеличится риск политической нестабильности.	33	sequence
./corpus_rs3/corpus/33.rs3	 которые отражаются либо на недостатке пищи и детской смертности, либо на школьной посещаемости.	35	elaboration
./corpus_rs3/corpus/33.rs3	 которого подтолкнули обратно к бедности,	37	elaboration
./corpus_rs3/corpus/33.rs3	 является еще одним шагом в сторону от достижения Целей Развития Тысячелетия.	38	same-unit
./corpus_rs3/corpus/33.rs3	 ##### Учитывая все эти причины,	39	background
./corpus_rs3/corpus/33.rs3	 включая страны «Большой восьмерки».	41	elaboration
./corpus_rs3/corpus/33.rs3	 Как сообщается в статистическом отчете DATA этого года организации ONE, выступающей в защиту интересов Африки,	42	attribution
./corpus_rs3/corpus/33.rs3	 несмотря на экономический спад.	44	concession
./corpus_rs3/corpus/33.rs3	 ##### Эти страны признают практическую ценность инвестиций в развитие Африки, а также моральный и политический долг сдерживать свои обещания.	45	joint
./corpus_rs3/corpus/33.rs3	 даже несмотря на то, что она меньше всех ответственна за их появление.	47	concession
./corpus_rs3/corpus/33.rs3	 в то время как она должна подавать пример всем остальным странам.	50	elaboration
./corpus_rs3/corpus/33.rs3	 которые могли бы помочь предотвратить экологическую катастрофу.	52	elaboration
./corpus_rs3/corpus/33.rs3	 Для этого будет необходимо появление смелого политического лидера и беспрецедентная солидарность между богатыми и бедными странами.	53	interpretation-evaluation
./corpus_rs3/corpus/33.rs3	 На саммите «Большой восьмерки» в этом году можно добиться крупных успехов в решении вопросов поддержки сельского хозяйства, инвестиций в «зеленые» технологии и укрепление системы здравоохранения.	54	elaboration
./corpus_rs3/corpus/33.rs3	 Мы надеемся, что лидеры «Большой восьмерки» продемонстрируют свою дальновидность	55	joint
./corpus_rs3/corpus/33.rs3	 и включат вопросы Африки в свое обсуждение.	56	joint
./corpus_rs3/corpus/33.rs3	 В этот ответственный момент международные партнеры Африки не должны от нее отворачиваться.	57	interpretation-evaluation
./corpus_rs3/corpus/37.rs3	 ##### ИЕРУСАЛИМ	1	preparation
./corpus_rs3/corpus/37.rs3	 – Как обнаружил посол по специальным поручениям президента Барака Обамы на Ближнем Востоке, посетив этот регион,	2	attribution
./corpus_rs3/corpus/37.rs3	 С этими препятствиями, несомненно, столкнётся и сам Обама на назначенной встрече с лидерами региона.	4	elaboration
./corpus_rs3/corpus/37.rs3	 – на сегодняшний день занимающая центральное место –	6	elaboration
./corpus_rs3/corpus/37.rs3	 где Хамас контролирует сектор Газа,	8	elaboration
./corpus_rs3/corpus/37.rs3	 отказываясь признавать власть Палестинской автономии, возглавляемой Абу Мазеном.	9	elaboration
./corpus_rs3/corpus/37.rs3	 не говоря уже о принятии какого-либо соглашения.	11	elaboration
./corpus_rs3/corpus/37.rs3	 если палестинцы не могут добиться минимального согласия между собой?	13	condition
./corpus_rs3/corpus/37.rs3	 – или даже возможностью –	15	elaboration
./corpus_rs3/corpus/37.rs3	 идти на существенные уступки	16	same-unit
./corpus_rs3/corpus/37.rs3	 и эвакуировать с территории Западного Берега сотни тысяч израильтянских	17	joint
./corpus_rs3/corpus/37.rs3	 ##### Третьей, и самой главной, проблемой является то обстоятельство, что соглашение 1993 года между Израилем и ООП (Организацией освобождения Палестины) до сих пор не принесло ожидаемых результатов.	18	joint
./corpus_rs3/corpus/37.rs3	 – «Дорожная карта» и Аннаполисский мирный процесс –	20	elaboration
./corpus_rs3/corpus/37.rs3	 также обернулись неудачей, ограничившись праздными заявлениями и дешёвыми фотографиями.	21	same-unit
./corpus_rs3/corpus/37.rs3	 Для того, чтобы миссия Митчелла не превратилась в очередное бесплодное предприятие,	22	purpose
./corpus_rs3/corpus/37.rs3	 ##### Как Палестину, так и Израиль можно легко и по праву обвинить в неудаче мирного процесса Осло.	24	contrast
./corpus_rs3/corpus/37.rs3	 Однако в основе этой неудачи лежит и более существенная причина, которую нельзя игнорировать.	25	contrast
./corpus_rs3/corpus/37.rs3	 ##### Мирный процесс, завершившийся соглашением Осло, заключался в попытке построить Палестинское государство сверху вниз;	26	restatement
./corpus_rs3/corpus/37.rs3	 т.е. создать палестинский национальный орган власти,	27	joint
./corpus_rs3/corpus/37.rs3	 передать ему территорию	28	joint
./corpus_rs3/corpus/37.rs3	 и усиливать его влияние посредством его вооружения и финансирования,	29	joint
./corpus_rs3/corpus/37.rs3	 а также проводить выборы	30	joint
./corpus_rs3/corpus/37.rs3	 – всё это в расчёте на то, что в результате возникнет государство Палестины.	31	interpretation-evaluation
./corpus_rs3/corpus/37.rs3	 враждующие силы безопасности которой оказались неспособны обеспечивать безопасность.	33	elaboration
./corpus_rs3/corpus/37.rs3	 Палестинская автономия также оказалась неспособна к проведению эффективных переговоров с Израилем и обеспечению основных нужд обычных палестинцев.	34	joint
./corpus_rs3/corpus/37.rs3	 ##### Очевидны две причины подобного провала:	35	preparation
./corpus_rs3/corpus/37.rs3	 которое не имеет необходимой инфраструктуры для того, чтобы создать государство;	37	elaboration
./corpus_rs3/corpus/37.rs3	 и невозможность одновременного создания государства и восстановления мира.	38	joint
./corpus_rs3/corpus/37.rs3	 свидетельствующего о возможности успеха подобного двустороннего процесса.	40	elaboration
./corpus_rs3/corpus/37.rs3	 усилия должны быть направлены на создание государства Палестины снизу вверх.	42	elaboration
./corpus_rs3/corpus/37.rs3	 даже в разгаре неудач процесса, направленного сверху вниз.	44	concession
./corpus_rs3/corpus/37.rs3	 – в Джанине, Вифлееме и Хевроне –	46	elaboration
./corpus_rs3/corpus/37.rs3	 превратив их в самые мирные области Западного Берега, где присутствие вооружённых сил Израиля сведено к минимуму.	47	elaboration
./corpus_rs3/corpus/37.rs3	 Местным властям были предоставлены необходимые средства и поддержка;	48	joint
./corpus_rs3/corpus/37.rs3	 в чьи интересы входит поддержание мира в регионе даже при отсутствии всеохватывающего мирного соглашения.	50	elaboration
./corpus_rs3/corpus/37.rs3	 Местные правоохранительные органы пршли переподготовку (в Иордане),	51	joint
./corpus_rs3/corpus/37.rs3	 и теперь выступают как полицейские органы охраны порядка,	52	contrast
./corpus_rs3/corpus/37.rs3	 а не как вооруженные отряды боевиков.	53	contrast
./corpus_rs3/corpus/37.rs3	 Также были возобновлены деловые отношения с близлежащими регионами Израиля.	54	joint
./corpus_rs3/corpus/37.rs3	 ##### Подобное усиление власти действенного местного правления было осуществлено с большой настойчивостью и без торжественной огласки.	55	joint
./corpus_rs3/corpus/37.rs3	 Эти проекты, направленные на практичные цели, впервые создали элементы, необходимые для эффективного создания государственной системы Палестины.	56	joint
./corpus_rs3/corpus/37.rs3	 ##### Разумеется, подобный процесс займёт долгое время	57	joint
./corpus_rs3/corpus/37.rs3	 и потребует терпения.	58	joint
./corpus_rs3/corpus/37.rs3	 эффективность которого была доказана,	60	elaboration
./corpus_rs3/corpus/37.rs3	 в то время как все остальные попытки обернулись крахом.	61	comparison
./corpus_rs3/corpus/37.rs3	 Как недавно высказался Блэр,	62	attribution
./corpus_rs3/corpus/37.rs3	 поставленной Нетаньяху, по созданию «экономического мира»,	64	elaboration
./corpus_rs3/corpus/37.rs3	 несмотря на то, что со временем этот процесс выйдет за его рамки.	65	concession
./corpus_rs3/corpus/37.rs3	 Безусловно, подобный подход потребует полной остановки поселенческой деятельности Израиля.	66	interpretation-evaluation
./corpus_rs3/corpus/37.rs3	 Тщательная разработка подобного проекта позволит надеяться на то, что правительство Израиля его примет,	67	antithesis
./corpus_rs3/corpus/37.rs3	 пусть и без особого энтузиазма.	68	concession
./corpus_rs3/corpus/37.rs3	 ##### Процесс Осло обернулся неудачей;	69	joint
./corpus_rs3/corpus/37.rs3	 – скажем, посредством бейрутской общеарабской мирной инициативы –	71	elaboration
./corpus_rs3/corpus/37.rs3	 лишь выявит все существующие разногласия между сторонами,	72	contrast
./corpus_rs3/corpus/37.rs3	 но не поможет преодолеть провал попыток создания государственной системы Палестины.	73	contrast
./corpus_rs3/corpus/37.rs3	 постигших попытки построить государство Палестины сверху вниз,	75	elaboration
./corpus_rs3/corpus/23.rs3	 ##### В преддверии публикации на «Часкоре» отрывков из документальной книги Альдо Нове	1	background
./corpus_rs3/corpus/23.rs3	 столько там изумительно оформленных и изданных книг.	5	cause-effect
./corpus_rs3/corpus/23.rs3	 «Mi chiamo Roberta,	7	joint
./corpus_rs3/corpus/23.rs3	 ho 40 anni,	8	joint
./corpus_rs3/corpus/23.rs3	 guadagno 250 euro al mese...»,	9	joint
./corpus_rs3/corpus/23.rs3	 то есть «Меня зовут Роберта,	10	joint
./corpus_rs3/corpus/23.rs3	 мне 40 лет,	11	joint
./corpus_rs3/corpus/23.rs3	 я получаю 250 евро в месяц».	12	joint
./corpus_rs3/corpus/23.rs3	 ##### Впрочем, автор этой книги уже успел приучить публику к тому, что от него надо ждать чего-то возмутительного. И неожиданного.	13	preparation
./corpus_rs3/corpus/23.rs3	 пишущий под именем Альдо Нове	15	restatement
./corpus_rs3/corpus/23.rs3	 (то есть буквально — Альдо Девятка),	16	restatement
./corpus_rs3/corpus/23.rs3	 выпустив книгу «Супервубинда».	18	cause-effect
./corpus_rs3/corpus/23.rs3	 неотличимая от компьютерных игр и выпусков мировых теленовостей,	21	elaboration
./corpus_rs3/corpus/23.rs3	 кровила,	22	joint
./corpus_rs3/corpus/23.rs3	 потела,	23	joint
./corpus_rs3/corpus/23.rs3	 испускала резкие звуки и запахи.	24	joint
./corpus_rs3/corpus/23.rs3	 убаюканные (после смерти в 1985 году Итало Кальвино и 1990-м — Альберто Моравиа) учёнейшим эрудитом Умберто Эко, изысканным сказочником Алессандро Барикко и подобными утончёнными господами,	26	background
./corpus_rs3/corpus/23.rs3	 ошалели	27	same-unit
./corpus_rs3/corpus/23.rs3	 — ничего подобного они не видели со времён футуристических скандалов!	28	cause-effect
./corpus_rs3/corpus/23.rs3	 — а кроме самого Нове, в него «подтянулись» ещё несколько ярких городских парней, в первую очередь Николо Амманити и Тициано Скарпа,	30	elaboration
./corpus_rs3/corpus/23.rs3	 — gioventú cannibale,	31	restatement
./corpus_rs3/corpus/23.rs3	 то есть «молодые каннибалы», или «юные людоеды».	32	restatement
./corpus_rs3/corpus/23.rs3	 — Геннадий Киселёв, перевоссоздавая её, вплотную подошёл к грани, отделяющей перевод от оригинального русского текста ...	35	elaboration
./corpus_rs3/corpus/23.rs3	 ##### Впрочем, автор этих строк, совершенно независимо от Киселёва и одновременно с ним, тоже перевёл один из ключевых «каннибальских» рассказов Нове — «Любовная жизнь».	36	background
./corpus_rs3/corpus/23.rs3	 потому что знал, что он (как и прочие повзрослевшие «каннибалы») давно преодолел юношеское искушение гипернатурализма.	40	cause-effect
./corpus_rs3/corpus/23.rs3	 ##### Но Альдо всё равно удалось меня удивить и озадачить.	41	contrast
./corpus_rs3/corpus/23.rs3	 — итальянцев в возрасте от 28 до 45 лет, принадлежащих к самым разным социальным слоям и группам — от дизайнера до овцевода.	43	elaboration
./corpus_rs3/corpus/23.rs3	 ##### Всех их объединяет одно :	44	preparation
./corpus_rs3/corpus/23.rs3	 они,	45	same-unit
./corpus_rs3/corpus/23.rs3	 как и обещает название книги,	46	background
./corpus_rs3/corpus/23.rs3	 работают за гроши,	47	cause-effect
./corpus_rs3/corpus/23.rs3	 Хотя вроде бы не глупы,	49	joint
./corpus_rs3/corpus/23.rs3	 не ленивы,	50	joint
./corpus_rs3/corpus/23.rs3	 не подвержены разрушительным вредным привычкам ;	51	joint
./corpus_rs3/corpus/23.rs3	 — и не в этом ли всё дело?	53	interpretation-evaluation
./corpus_rs3/corpus/23.rs3	 ##### Когда известный писатель «смиряется» до роли интервьюера	54	joint
./corpus_rs3/corpus/23.rs3	 потому что считает это более важным, чем собственный фикшн,	56	cause-effect
./corpus_rs3/corpus/23.rs3	 — это случай нечастый, но не уникальный.	57	same-unit
./corpus_rs3/corpus/23.rs3	 (собрание интервью с жертвами зариновой атаки в токийском метро),	59	elaboration
./corpus_rs3/corpus/23.rs3	 (беседы с оставшимися в живых персонажами питерской клубной тусовки 90-х)	61	elaboration
./corpus_rs3/corpus/23.rs3	 - памфлеты из охваченной гражданской войной Испании	63	elaboration
./corpus_rs3/corpus/23.rs3	 когда они сысканы в жизни,	66	contrast
./corpus_rs3/corpus/23.rs3	 а не выдуманы	67	joint
./corpus_rs3/corpus/23.rs3	 и не обобщены.	68	joint
./corpus_rs3/corpus/23.rs3	 В этой книги Нове	71	same-unit
./corpus_rs3/corpus/23.rs3	 — и позже, в Москве, он сам подтвердил мне,	72	attribution
./corpus_rs3/corpus/23.rs3	 ##### Родители нынешних 35 — 45-летних могли рассчитывать на социальную защиту (доступные детские сады, санатории, квалифицированная бесплатная медицина), на доступное жильё, на твёрдую пенсию.	76	contrast
./corpus_rs3/corpus/23.rs3	 (если только не досталась по наследству от тех же родителей или бабушек-дедушек)	78	condition
./corpus_rs3/corpus/23.rs3	 , и, как говорится, в случае чего рассчитывать им приходится только на себя.	79	joint
./corpus_rs3/corpus/23.rs3	 — в маленьких городах нормальной работы за нормальные деньги нет	81	joint
./corpus_rs3/corpus/23.rs3	 и не предвидится.	82	joint
./corpus_rs3/corpus/23.rs3	 И в наступивший кризис она ещё заострилась.	84	elaboration
./corpus_rs3/corpus/23.rs3	 Но ведь книга всё-таки 2006 года,	85	joint
./corpus_rs3/corpus/23.rs3	 а интервью, в неё вошедшие, брались ещё раньше, в 2004—2005 годах.	86	joint
./corpus_rs3/corpus/23.rs3	 ##### Важнее другое:	87	interpretation-evaluation
./corpus_rs3/corpus/23.rs3	 Возрождению, чтобы добраться до России, понадобилось не одно столетие.	89	elaboration
./corpus_rs3/corpus/23.rs3	 Но в XXI веке всё происходит гораздо быстрее.	90	joint
./corpus_rs3/corpus/23.rs3	 ##### А следующей книгой Нове оказалась классическая поэма, посвящённая Деве Марии.	92	joint
./corpus_rs3/corpus/22.rs3	 проходившей в начале сентября 2009 года на ВВЦ,	2	elaboration
./corpus_rs3/corpus/22.rs3	 посвящённая электронному книгоизданию.	4	elaboration
./corpus_rs3/corpus/22.rs3	 И хотя место экспозиция занимала скромное,	5	joint
./corpus_rs3/corpus/22.rs3	 да и участников у неё тоже немного,	6	joint
./corpus_rs3/corpus/22.rs3	 Крах целой отрасли начался без паники.	8	interpretation-evaluation
./corpus_rs3/corpus/22.rs3	 ##### Особо тревожных нот тоже слышно не было.	9	preparation
./corpus_rs3/corpus/22.rs3	 и, помимо традиционных встреч с известными авторами, устраивали на своих стендах песни и пляски народов СССР.	12	elaboration
./corpus_rs3/corpus/22.rs3	 Мерное гудение установленной на стенде Xerox полноценной мини-типографии для печати книг по требованию казалось вполне мирным,	13	joint
./corpus_rs3/corpus/22.rs3	 а ритмичные звуки, издаваемые автоматическим книжным сканером, похожим одновременно на пыточные устройства маркиза де Сада и электрическую гильотину, погружали в печальные думы о судьбе книги.	14	joint
./corpus_rs3/corpus/22.rs3	 Вот коробка с фотоэлементами и лампами подсветки опускается к раскрытой книге,	15	sequence
./corpus_rs3/corpus/22.rs3	 начинает подниматься,	16	joint
./corpus_rs3/corpus/22.rs3	 включая мигающую подсветку,	17	joint
./corpus_rs3/corpus/22.rs3	 страница автоматически переворачивается,	18	sequence
./corpus_rs3/corpus/22.rs3	 коробка опускается снова.	19	sequence
./corpus_rs3/corpus/22.rs3	 И так 1700 страниц в час.	20	restatement
./corpus_rs3/corpus/22.rs3	 За 2 секунды — страница.	21	restatement
./corpus_rs3/corpus/22.rs3	 Теперь вы знаете, с какой скоростью умирают бумажные книги.	22	interpretation-evaluation
./corpus_rs3/corpus/22.rs3	 которая трудится на ниве оцифровки всего, на чём есть буквы,	24	elaboration
./corpus_rs3/corpus/22.rs3	 — печали, однако, заметно не было.	25	same-unit
./corpus_rs3/corpus/22.rs3	 Они энергично засовывали новые и новые старые книги в нутро книжного сканера,	26	joint
./corpus_rs3/corpus/22.rs3	 бодро демонстрировали работу программы оцифровки и архивирования,	27	joint
./corpus_rs3/corpus/22.rs3	 гордо хвастались тем, что целиком оцифровали все диссертации в Российской государственной библиотеке,	28	joint
./corpus_rs3/corpus/22.rs3	 и поработали на Президентскую библиотеку,	29	joint
./corpus_rs3/corpus/22.rs3	 и оцифровали все издания XIX века в Архангельской областной библиотеке,	30	joint
./corpus_rs3/corpus/22.rs3	 и что-то там (высоко поднятые брови) по лицензии по работе с секретными документами...	31	joint
./corpus_rs3/corpus/22.rs3	 Потому что к ним подходили не такие весёлые издатели	33	joint
./corpus_rs3/corpus/22.rs3	 почём стоит оцифровать и их книги тоже.	35	attribution
./corpus_rs3/corpus/22.rs3	 Было, правда, не очень понятно,	36	interpretation-evaluation
./corpus_rs3/corpus/22.rs3	 (совсем недорого, кстати, по рубль двадцать за 2 секунды работы сканера)	39	elaboration
./corpus_rs3/corpus/22.rs3	 , то ли они грустили, что Google с его сервисом Google Books далеко,	40	joint
./corpus_rs3/corpus/22.rs3	 то ли предчувствовали, что в этом сканере их жизнь и закончится.	41	joint
./corpus_rs3/corpus/22.rs3	 В «Эларе» тоже чувствуют, что издатели никуда не денутся.	42	joint
./corpus_rs3/corpus/22.rs3	 ##### Не меньшей деловитостью отличались сотрудники Xerox.	43	preparation
./corpus_rs3/corpus/22.rs3	 мини-типография жужжала	45	joint
./corpus_rs3/corpus/22.rs3	 и гудела,	46	joint
./corpus_rs3/corpus/22.rs3	 потому что к стенду Xerox подходили посетители выставки	47	joint
./corpus_rs3/corpus/22.rs3	 Жмёшь на кнопку,	49	sequence
./corpus_rs3/corpus/22.rs3	 платишь деньги,	50	sequence
./corpus_rs3/corpus/22.rs3	 Совсем как настоящую, но напечатанную специально для тебя и в твоём присутствии.	52	elaboration
./corpus_rs3/corpus/22.rs3	 — цифровые материалы для нескольких книг были предоставлены издательством «Альпина Паблишерз».	54	elaboration
./corpus_rs3/corpus/22.rs3	 В общем, было даже не важно,	55	interpretation-evaluation
./corpus_rs3/corpus/22.rs3	 главное	57	interpretation-evaluation
./corpus_rs3/corpus/22.rs3	 Мини-типография явно не походила на «букмашину»,	59	contrast
./corpus_rs3/corpus/22.rs3	 но всё ещё впереди.	60	contrast
./corpus_rs3/corpus/22.rs3	 если нет никакой гарантии, что их кто-то купит.	62	condition
./corpus_rs3/corpus/22.rs3	 А так — по книжке — глядишь, издатель и окупит какие-то расходы.	63	joint
./corpus_rs3/corpus/22.rs3	 которую вёл председатель оргкомитета «Книгабайта» Андрей Гельмиза.	65	elaboration
./corpus_rs3/corpus/22.rs3	 , — с места в карьер начал Алексей Кузьмин, директор крупнейшего онлайнового магазина электронных книг «Литрес».	67	attribution
