Path	Id	Type	Parent	RR
./corpus_rs3/corpus/35.rs3	171	span	177	joint
./corpus_rs3/corpus/35.rs3	172	multinuc	173	span
./corpus_rs3/corpus/35.rs3	173	span	177	joint
./corpus_rs3/corpus/35.rs3	174	span	-	antithesis
./corpus_rs3/corpus/35.rs3	175	multinuc	176	span
./corpus_rs3/corpus/35.rs3	176	span	177	joint
./corpus_rs3/corpus/35.rs3	177	multinuc	178	span
./corpus_rs3/corpus/35.rs3	178	span	179	span
./corpus_rs3/corpus/35.rs3	179	span	-	antithesis
./corpus_rs3/corpus/35.rs3	180	multinuc	181	span
./corpus_rs3/corpus/35.rs3	181	span	184	contrast
./corpus_rs3/corpus/35.rs3	182	multinuc	183	span
./corpus_rs3/corpus/35.rs3	183	span	184	contrast
./corpus_rs3/corpus/35.rs3	184	multinuc	185	span
./corpus_rs3/corpus/35.rs3	185	span	186	span
./corpus_rs3/corpus/35.rs3	186	span	-	antithesis
./corpus_rs3/corpus/35.rs3	187	multinuc	188	span
./corpus_rs3/corpus/35.rs3	188	span	193	joint
./corpus_rs3/corpus/35.rs3	189	multinuc	190	span
./corpus_rs3/corpus/35.rs3	190	span	193	joint
./corpus_rs3/corpus/35.rs3	191	span	193	joint
./corpus_rs3/corpus/35.rs3	192	span	193	joint
./corpus_rs3/corpus/35.rs3	193	multinuc	199	span
./corpus_rs3/corpus/35.rs3	194	span	195	span
./corpus_rs3/corpus/35.rs3	195	span	197	joint
./corpus_rs3/corpus/35.rs3	196	span	197	joint
./corpus_rs3/corpus/35.rs3	197	multinuc	198	span
./corpus_rs3/corpus/35.rs3	198	span	-	antithesis
./corpus_rs3/corpus/35.rs3	199	span	-	antithesis
./corpus_rs3/corpus/21.rs3	29	multinuc	30	span
./corpus_rs3/corpus/21.rs3	30	span	1	elaboration
./corpus_rs3/corpus/21.rs3	31	span	33	joint
./corpus_rs3/corpus/21.rs3	32	span	33	joint
./corpus_rs3/corpus/21.rs3	33	multinuc	-	antithesis
./corpus_rs3/corpus/21.rs3	34	span	36	joint
./corpus_rs3/corpus/21.rs3	36	multinuc	-	antithesis
./corpus_rs3/corpus/21.rs3	37	multinuc	38	span
./corpus_rs3/corpus/21.rs3	38	span	42	span
./corpus_rs3/corpus/21.rs3	40	multinuc	41	sequence
./corpus_rs3/corpus/21.rs3	41	multinuc	43	joint
./corpus_rs3/corpus/21.rs3	42	span	43	joint
./corpus_rs3/corpus/21.rs3	43	multinuc	-	antithesis
./corpus_rs3/corpus/21.rs3	44	span	45	same-unit
./corpus_rs3/corpus/21.rs3	45	multinuc	48	joint
./corpus_rs3/corpus/21.rs3	46	span	48	joint
./corpus_rs3/corpus/21.rs3	48	multinuc	-	antithesis
./corpus_rs3/corpus/46.rs3	52	multinuc	55	span
./corpus_rs3/corpus/46.rs3	53	span	3	elaboration
./corpus_rs3/corpus/46.rs3	54	span	56	span
./corpus_rs3/corpus/46.rs3	55	span	54	evidence
./corpus_rs3/corpus/46.rs3	56	span	57	span
./corpus_rs3/corpus/46.rs3	57	span	63	joint
./corpus_rs3/corpus/46.rs3	58	span	69	preparation
./corpus_rs3/corpus/46.rs3	59	multinuc	61	span
./corpus_rs3/corpus/46.rs3	60	span	59	same-unit
./corpus_rs3/corpus/46.rs3	61	span	62	span
./corpus_rs3/corpus/46.rs3	62	span	63	joint
./corpus_rs3/corpus/46.rs3	63	multinuc	69	span
./corpus_rs3/corpus/46.rs3	64	span	16	elaboration
./corpus_rs3/corpus/46.rs3	65	multinuc	67	span
./corpus_rs3/corpus/46.rs3	66	span	65	joint
./corpus_rs3/corpus/46.rs3	67	span	68	span
./corpus_rs3/corpus/46.rs3	68	span	63	joint
./corpus_rs3/corpus/46.rs3	69	span	-	antithesis
./corpus_rs3/corpus/46.rs3	70	multinuc	63	joint
./corpus_rs3/corpus/46.rs3	71	span	70	joint
./corpus_rs3/corpus/46.rs3	72	span	70	joint
./corpus_rs3/corpus/46.rs3	73	multinuc	25	elaboration
./corpus_rs3/corpus/46.rs3	74	span	88	span
./corpus_rs3/corpus/46.rs3	75	multinuc	85	attribution
./corpus_rs3/corpus/46.rs3	76	multinuc	82	concession
./corpus_rs3/corpus/46.rs3	77	span	76	joint
./corpus_rs3/corpus/46.rs3	78	span	79	same-unit
./corpus_rs3/corpus/46.rs3	79	multinuc	80	joint
./corpus_rs3/corpus/46.rs3	80	multinuc	82	span
./corpus_rs3/corpus/46.rs3	81	multinuc	84	joint
./corpus_rs3/corpus/46.rs3	82	span	83	span
./corpus_rs3/corpus/46.rs3	83	span	81	same-unit
./corpus_rs3/corpus/46.rs3	84	multinuc	85	span
./corpus_rs3/corpus/46.rs3	85	span	86	span
./corpus_rs3/corpus/46.rs3	86	span	87	span
./corpus_rs3/corpus/46.rs3	87	span	63	joint
./corpus_rs3/corpus/46.rs3	88	span	63	joint
./corpus_rs3/corpus/46.rs3	89	multinuc	46	condition
./corpus_rs3/corpus/46.rs3	90	span	91	span
./corpus_rs3/corpus/46.rs3	91	span	92	evidence
./corpus_rs3/corpus/46.rs3	92	span	93	span
./corpus_rs3/corpus/46.rs3	93	span	63	joint
./corpus_rs3/corpus/46.rs3	94	span	95	joint
./corpus_rs3/corpus/46.rs3	95	multinuc	-	antithesis
./corpus_rs3/corpus/52.rs3	45	multinuc	46	span
./corpus_rs3/corpus/52.rs3	46	span	47	span
./corpus_rs3/corpus/52.rs3	47	span	76	cause-effect
./corpus_rs3/corpus/52.rs3	49	multinuc	76	span
./corpus_rs3/corpus/52.rs3	51	multinuc	52	span
./corpus_rs3/corpus/52.rs3	52	span	5	elaboration
./corpus_rs3/corpus/52.rs3	53	span	54	joint
./corpus_rs3/corpus/52.rs3	54	multinuc	-	antithesis
./corpus_rs3/corpus/52.rs3	55	span	79	joint
./corpus_rs3/corpus/52.rs3	56	span	33	cause-effect
./corpus_rs3/corpus/52.rs3	57	span	64	contrast
./corpus_rs3/corpus/52.rs3	58	span	67	joint
./corpus_rs3/corpus/52.rs3	59	span	60	span
./corpus_rs3/corpus/52.rs3	60	span	61	same-unit
./corpus_rs3/corpus/52.rs3	61	multinuc	62	span
./corpus_rs3/corpus/52.rs3	62	span	63	span
./corpus_rs3/corpus/52.rs3	63	span	64	contrast
./corpus_rs3/corpus/52.rs3	64	multinuc	65	span
./corpus_rs3/corpus/52.rs3	65	span	67	joint
./corpus_rs3/corpus/52.rs3	67	multinuc	-	antithesis
./corpus_rs3/corpus/52.rs3	68	span	69	joint
./corpus_rs3/corpus/52.rs3	69	multinuc	-	antithesis
./corpus_rs3/corpus/52.rs3	70	span	74	span
./corpus_rs3/corpus/52.rs3	72	multinuc	73	span
./corpus_rs3/corpus/52.rs3	73	span	70	elaboration
./corpus_rs3/corpus/52.rs3	74	span	-	antithesis
./corpus_rs3/corpus/52.rs3	76	span	77	span
./corpus_rs3/corpus/52.rs3	77	span	-	antithesis
./corpus_rs3/corpus/52.rs3	79	multinuc	-	antithesis
./corpus_rs3/corpus/52.rs3	80	multinuc	82	span
./corpus_rs3/corpus/52.rs3	81	multinuc	83	span
./corpus_rs3/corpus/52.rs3	82	span	81	same-unit
./corpus_rs3/corpus/52.rs3	83	span	84	span
./corpus_rs3/corpus/52.rs3	84	span	-	antithesis
./corpus_rs3/corpus/52.rs3	85	span	-	antithesis
./corpus_rs3/corpus/52.rs3	86	span	88	joint
./corpus_rs3/corpus/52.rs3	88	multinuc	89	span
./corpus_rs3/corpus/52.rs3	89	span	90	span
./corpus_rs3/corpus/52.rs3	90	span	-	antithesis
./corpus_rs3/corpus/53.rs3	42	span	48	elaboration
./corpus_rs3/corpus/53.rs3	43	multinuc	44	span
./corpus_rs3/corpus/53.rs3	44	span	45	span
./corpus_rs3/corpus/53.rs3	45	span	46	same-unit
./corpus_rs3/corpus/53.rs3	46	multinuc	47	span
./corpus_rs3/corpus/53.rs3	47	span	48	span
./corpus_rs3/corpus/53.rs3	48	span	49	span
./corpus_rs3/corpus/53.rs3	49	span	-	antithesis
./corpus_rs3/corpus/53.rs3	50	span	51	span
./corpus_rs3/corpus/53.rs3	51	span	56	elaboration
./corpus_rs3/corpus/53.rs3	52	multinuc	53	span
./corpus_rs3/corpus/53.rs3	53	span	54	span
./corpus_rs3/corpus/53.rs3	54	span	55	sequence
./corpus_rs3/corpus/53.rs3	55	multinuc	56	span
./corpus_rs3/corpus/53.rs3	56	span	57	span
./corpus_rs3/corpus/53.rs3	57	span	-	antithesis
./corpus_rs3/corpus/53.rs3	58	multinuc	60	span
./corpus_rs3/corpus/53.rs3	59	span	58	joint
./corpus_rs3/corpus/53.rs3	60	span	61	span
./corpus_rs3/corpus/53.rs3	61	span	-	antithesis
./corpus_rs3/corpus/53.rs3	62	multinuc	63	span
./corpus_rs3/corpus/53.rs3	63	span	67	elaboration
./corpus_rs3/corpus/53.rs3	64	span	65	span
./corpus_rs3/corpus/53.rs3	65	span	67	span
./corpus_rs3/corpus/53.rs3	66	span	65	cause-effect
./corpus_rs3/corpus/53.rs3	67	span	68	span
./corpus_rs3/corpus/53.rs3	68	span	-	antithesis
./corpus_rs3/corpus/53.rs3	69	span	72	joint
./corpus_rs3/corpus/53.rs3	70	span	71	sequence
./corpus_rs3/corpus/53.rs3	71	multinuc	72	joint
./corpus_rs3/corpus/53.rs3	72	multinuc	73	span
./corpus_rs3/corpus/53.rs3	73	span	-	antithesis
./corpus_rs3/corpus/53.rs3	74	span	76	joint
./corpus_rs3/corpus/53.rs3	75	span	76	joint
./corpus_rs3/corpus/53.rs3	76	multinuc	77	span
./corpus_rs3/corpus/53.rs3	77	span	-	antithesis
./corpus_rs3/corpus/53.rs3	78	span	80	span
./corpus_rs3/corpus/53.rs3	79	span	78	evidence
./corpus_rs3/corpus/53.rs3	80	span	82	span
./corpus_rs3/corpus/53.rs3	81	span	80	elaboration
./corpus_rs3/corpus/53.rs3	82	span	-	antithesis
./corpus_rs3/corpus/1.rs3	79	span	80	same-unit
./corpus_rs3/corpus/1.rs3	80	multinuc	81	span
./corpus_rs3/corpus/1.rs3	81	span	3	elaboration
./corpus_rs3/corpus/1.rs3	82	span	2	evidence
./corpus_rs3/corpus/1.rs3	83	multinuc	84	joint
./corpus_rs3/corpus/1.rs3	84	multinuc	85	span
./corpus_rs3/corpus/1.rs3	85	span	8	interpretation-evaluation
./corpus_rs3/corpus/1.rs3	86	span	13	elaboration
./corpus_rs3/corpus/1.rs3	87	span	88	same-unit
./corpus_rs3/corpus/1.rs3	88	multinuc	89	span
./corpus_rs3/corpus/1.rs3	89	span	-	antithesis
./corpus_rs3/corpus/1.rs3	90	multinuc	95	joint
./corpus_rs3/corpus/1.rs3	91	multinuc	92	span
./corpus_rs3/corpus/1.rs3	92	span	23	elaboration
./corpus_rs3/corpus/1.rs3	93	span	22	elaboration
./corpus_rs3/corpus/1.rs3	94	span	95	joint
./corpus_rs3/corpus/1.rs3	95	multinuc	-	antithesis
./corpus_rs3/corpus/1.rs3	96	multinuc	98	joint
./corpus_rs3/corpus/1.rs3	97	span	98	joint
./corpus_rs3/corpus/1.rs3	98	multinuc	99	span
./corpus_rs3/corpus/1.rs3	99	span	26	elaboration
./corpus_rs3/corpus/1.rs3	101	multinuc	102	span
./corpus_rs3/corpus/1.rs3	102	span	31	elaboration
./corpus_rs3/corpus/1.rs3	103	multinuc	105	joint
./corpus_rs3/corpus/1.rs3	104	span	105	joint
./corpus_rs3/corpus/1.rs3	105	multinuc	-	antithesis
./corpus_rs3/corpus/1.rs3	106	multinuc	107	span
./corpus_rs3/corpus/1.rs3	107	span	37	elaboration
./corpus_rs3/corpus/1.rs3	108	span	-	antithesis
./corpus_rs3/corpus/1.rs3	109	span	41	elaboration
./corpus_rs3/corpus/1.rs3	110	span	111	same-unit
./corpus_rs3/corpus/1.rs3	111	multinuc	112	span
./corpus_rs3/corpus/1.rs3	112	span	45	purpose
./corpus_rs3/corpus/1.rs3	113	span	44	interpretation-evaluation
./corpus_rs3/corpus/1.rs3	114	span	115	comparison
./corpus_rs3/corpus/1.rs3	115	multinuc	116	joint
./corpus_rs3/corpus/1.rs3	116	multinuc	-	antithesis
./corpus_rs3/corpus/1.rs3	117	multinuc	122	joint
./corpus_rs3/corpus/1.rs3	118	multinuc	119	span
./corpus_rs3/corpus/1.rs3	119	span	61	evidence
./corpus_rs3/corpus/1.rs3	120	span	121	span
./corpus_rs3/corpus/1.rs3	121	span	122	joint
./corpus_rs3/corpus/1.rs3	122	multinuc	-	antithesis
./corpus_rs3/corpus/1.rs3	125	multinuc	126	span
./corpus_rs3/corpus/1.rs3	126	span	128	span
./corpus_rs3/corpus/1.rs3	128	span	129	contrast
./corpus_rs3/corpus/1.rs3	129	multinuc	-	antithesis
./corpus_rs3/corpus/1.rs3	131	multinuc	132	span
./corpus_rs3/corpus/1.rs3	132	span	69	evidence
./corpus_rs3/corpus/1.rs3	133	span	70	evidence
./corpus_rs3/corpus/1.rs3	134	multinuc	135	span
./corpus_rs3/corpus/1.rs3	135	span	71	elaboration
./corpus_rs3/corpus/1.rs3	136	span	138	same-unit
./corpus_rs3/corpus/1.rs3	138	multinuc	139	span
./corpus_rs3/corpus/1.rs3	139	span	75	elaboration
./corpus_rs3/corpus/1.rs3	140	span	142	contrast
./corpus_rs3/corpus/1.rs3	142	multinuc	-	antithesis
./corpus_rs3/corpus/47.rs3	43	span	44	span
./corpus_rs3/corpus/47.rs3	44	span	45	contrast
./corpus_rs3/corpus/47.rs3	45	multinuc	50	joint
./corpus_rs3/corpus/47.rs3	46	span	48	sequence
./corpus_rs3/corpus/47.rs3	47	span	48	sequence
./corpus_rs3/corpus/47.rs3	48	multinuc	50	joint
./corpus_rs3/corpus/47.rs3	49	span	51	preparation
./corpus_rs3/corpus/47.rs3	50	multinuc	51	span
./corpus_rs3/corpus/47.rs3	51	span	-	antithesis
./corpus_rs3/corpus/47.rs3	52	span	53	same-unit
./corpus_rs3/corpus/47.rs3	53	multinuc	58	span
./corpus_rs3/corpus/47.rs3	54	span	55	span
./corpus_rs3/corpus/47.rs3	55	span	56	joint
./corpus_rs3/corpus/47.rs3	56	multinuc	59	span
./corpus_rs3/corpus/47.rs3	57	span	56	joint
./corpus_rs3/corpus/47.rs3	58	span	59	preparation
./corpus_rs3/corpus/47.rs3	59	span	-	antithesis
./corpus_rs3/corpus/47.rs3	60	span	61	same-unit
./corpus_rs3/corpus/47.rs3	61	multinuc	63	sequence
./corpus_rs3/corpus/47.rs3	63	multinuc	67	sequence
./corpus_rs3/corpus/47.rs3	64	multinuc	67	sequence
./corpus_rs3/corpus/47.rs3	67	multinuc	-	antithesis
./corpus_rs3/corpus/47.rs3	69	multinuc	-	antithesis
./corpus_rs3/corpus/47.rs3	70	span	73	span
./corpus_rs3/corpus/47.rs3	71	span	72	sequence
./corpus_rs3/corpus/47.rs3	72	multinuc	-	antithesis
./corpus_rs3/corpus/47.rs3	73	span	72	sequence
./corpus_rs3/corpus/47.rs3	74	multinuc	77	span
./corpus_rs3/corpus/47.rs3	75	span	72	sequence
./corpus_rs3/corpus/47.rs3	77	span	72	sequence
./corpus_rs3/corpus/47.rs3	78	multinuc	79	joint
./corpus_rs3/corpus/47.rs3	79	multinuc	81	sequence
./corpus_rs3/corpus/47.rs3	80	span	81	sequence
./corpus_rs3/corpus/47.rs3	81	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	99	span	101	contrast
./corpus_rs3/corpus/3.rs3	101	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	102	span	2	elaboration
./corpus_rs3/corpus/3.rs3	103	span	3	cause-effect
./corpus_rs3/corpus/3.rs3	104	span	105	same-unit
./corpus_rs3/corpus/3.rs3	105	multinuc	106	span
./corpus_rs3/corpus/3.rs3	106	span	107	span
./corpus_rs3/corpus/3.rs3	107	span	6	elaboration
./corpus_rs3/corpus/3.rs3	108	span	-	antithesis
./corpus_rs3/corpus/3.rs3	109	span	108	elaboration
./corpus_rs3/corpus/3.rs3	110	span	112	joint
./corpus_rs3/corpus/3.rs3	112	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	113	span	116	contrast
./corpus_rs3/corpus/3.rs3	116	multinuc	119	comparison
./corpus_rs3/corpus/3.rs3	119	multinuc	120	span
./corpus_rs3/corpus/3.rs3	120	span	14	elaboration
./corpus_rs3/corpus/3.rs3	121	span	122	joint
./corpus_rs3/corpus/3.rs3	122	multinuc	123	span
./corpus_rs3/corpus/3.rs3	123	span	125	joint
./corpus_rs3/corpus/3.rs3	124	span	125	joint
./corpus_rs3/corpus/3.rs3	125	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	126	span	128	attribution
./corpus_rs3/corpus/3.rs3	127	multinuc	128	span
./corpus_rs3/corpus/3.rs3	128	span	132	span
./corpus_rs3/corpus/3.rs3	129	span	28	evidence
./corpus_rs3/corpus/3.rs3	130	span	133	joint
./corpus_rs3/corpus/3.rs3	132	span	133	joint
./corpus_rs3/corpus/3.rs3	133	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	134	multinuc	135	span
./corpus_rs3/corpus/3.rs3	135	span	139	span
./corpus_rs3/corpus/3.rs3	136	multinuc	137	span
./corpus_rs3/corpus/3.rs3	137	span	141	span
./corpus_rs3/corpus/3.rs3	138	span	140	joint
./corpus_rs3/corpus/3.rs3	139	span	140	joint
./corpus_rs3/corpus/3.rs3	140	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	141	span	142	joint
./corpus_rs3/corpus/3.rs3	142	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	143	span	142	joint
./corpus_rs3/corpus/3.rs3	145	multinuc	146	span
./corpus_rs3/corpus/3.rs3	146	span	42	elaboration
./corpus_rs3/corpus/3.rs3	147	span	41	elaboration
./corpus_rs3/corpus/3.rs3	148	span	46	elaboration
./corpus_rs3/corpus/3.rs3	149	span	150	same-unit
./corpus_rs3/corpus/3.rs3	150	multinuc	151	span
./corpus_rs3/corpus/3.rs3	151	span	49	elaboration
./corpus_rs3/corpus/3.rs3	152	span	154	joint
./corpus_rs3/corpus/3.rs3	153	span	154	joint
./corpus_rs3/corpus/3.rs3	154	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	155	span	156	same-unit
./corpus_rs3/corpus/3.rs3	156	multinuc	157	span
./corpus_rs3/corpus/3.rs3	157	span	158	span
./corpus_rs3/corpus/3.rs3	158	span	57	background
./corpus_rs3/corpus/3.rs3	159	span	162	span
./corpus_rs3/corpus/3.rs3	160	span	161	joint
./corpus_rs3/corpus/3.rs3	161	multinuc	166	span
./corpus_rs3/corpus/3.rs3	162	span	163	sequence
./corpus_rs3/corpus/3.rs3	163	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	164	span	166	elaboration
./corpus_rs3/corpus/3.rs3	165	span	163	sequence
./corpus_rs3/corpus/3.rs3	166	span	165	span
./corpus_rs3/corpus/3.rs3	167	span	168	same-unit
./corpus_rs3/corpus/3.rs3	168	multinuc	170	span
./corpus_rs3/corpus/3.rs3	169	span	-	antithesis
./corpus_rs3/corpus/3.rs3	170	span	169	elaboration
./corpus_rs3/corpus/3.rs3	171	span	75	condition
./corpus_rs3/corpus/3.rs3	172	span	173	span
./corpus_rs3/corpus/3.rs3	173	span	175	same-unit
./corpus_rs3/corpus/3.rs3	175	multinuc	176	span
./corpus_rs3/corpus/3.rs3	176	span	-	antithesis
./corpus_rs3/corpus/3.rs3	177	multinuc	178	span
./corpus_rs3/corpus/3.rs3	178	span	181	span
./corpus_rs3/corpus/3.rs3	179	multinuc	180	span
./corpus_rs3/corpus/3.rs3	180	span	183	span
./corpus_rs3/corpus/3.rs3	181	span	180	concession
./corpus_rs3/corpus/3.rs3	182	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	183	span	182	joint
./corpus_rs3/corpus/3.rs3	184	span	185	same-unit
./corpus_rs3/corpus/3.rs3	185	multinuc	186	span
./corpus_rs3/corpus/3.rs3	186	span	85	elaboration
./corpus_rs3/corpus/3.rs3	187	span	188	joint
./corpus_rs3/corpus/3.rs3	188	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	189	span	188	joint
./corpus_rs3/corpus/3.rs3	190	span	191	joint
./corpus_rs3/corpus/3.rs3	191	multinuc	196	joint
./corpus_rs3/corpus/3.rs3	192	span	193	contrast
./corpus_rs3/corpus/3.rs3	193	multinuc	196	joint
./corpus_rs3/corpus/3.rs3	196	multinuc	-	antithesis
./corpus_rs3/corpus/3.rs3	197	span	198	joint
./corpus_rs3/corpus/3.rs3	198	multinuc	199	span
./corpus_rs3/corpus/3.rs3	199	span	201	joint
./corpus_rs3/corpus/3.rs3	201	multinuc	-	antithesis
./corpus_rs3/corpus/51.rs3	42	span	45	span
./corpus_rs3/corpus/51.rs3	43	span	44	joint
./corpus_rs3/corpus/51.rs3	44	multinuc	46	span
./corpus_rs3/corpus/51.rs3	45	span	46	preparation
./corpus_rs3/corpus/51.rs3	46	span	47	span
./corpus_rs3/corpus/51.rs3	47	span	48	joint
./corpus_rs3/corpus/51.rs3	48	multinuc	-	antithesis
./corpus_rs3/corpus/51.rs3	49	span	48	joint
./corpus_rs3/corpus/51.rs3	50	multinuc	51	span
./corpus_rs3/corpus/51.rs3	51	span	52	comparison
./corpus_rs3/corpus/51.rs3	52	multinuc	58	joint
./corpus_rs3/corpus/51.rs3	53	span	54	joint
./corpus_rs3/corpus/51.rs3	54	multinuc	12	elaboration
./corpus_rs3/corpus/51.rs3	55	span	54	joint
./corpus_rs3/corpus/51.rs3	56	span	58	joint
./corpus_rs3/corpus/51.rs3	58	multinuc	-	antithesis
./corpus_rs3/corpus/51.rs3	59	multinuc	60	span
./corpus_rs3/corpus/51.rs3	60	span	12	elaboration
./corpus_rs3/corpus/51.rs3	61	span	62	comparison
./corpus_rs3/corpus/51.rs3	62	multinuc	66	joint
./corpus_rs3/corpus/51.rs3	63	multinuc	64	span
./corpus_rs3/corpus/51.rs3	64	span	21	antithesis
./corpus_rs3/corpus/51.rs3	65	span	62	comparison
./corpus_rs3/corpus/51.rs3	66	multinuc	-	antithesis
./corpus_rs3/corpus/51.rs3	67	span	-	antithesis
./corpus_rs3/corpus/51.rs3	68	span	67	elaboration
./corpus_rs3/corpus/51.rs3	69	multinuc	71	span
./corpus_rs3/corpus/51.rs3	70	span	-	antithesis
./corpus_rs3/corpus/51.rs3	71	span	70	elaboration
./corpus_rs3/corpus/51.rs3	72	multinuc	74	joint
./corpus_rs3/corpus/51.rs3	73	span	74	joint
./corpus_rs3/corpus/51.rs3	74	multinuc	76	span
./corpus_rs3/corpus/51.rs3	76	span	80	joint
./corpus_rs3/corpus/51.rs3	79	span	80	joint
./corpus_rs3/corpus/51.rs3	80	multinuc	81	span
./corpus_rs3/corpus/51.rs3	81	span	85	joint
./corpus_rs3/corpus/51.rs3	82	span	39	elaboration
./corpus_rs3/corpus/51.rs3	83	span	85	joint
./corpus_rs3/corpus/51.rs3	85	multinuc	-	antithesis
./corpus_rs3/corpus/45.rs3	172	span	174	same-unit
./corpus_rs3/corpus/45.rs3	174	multinuc	175	span
./corpus_rs3/corpus/45.rs3	175	span	176	span
./corpus_rs3/corpus/45.rs3	176	span	177	span
./corpus_rs3/corpus/45.rs3	177	span	-	antithesis
./corpus_rs3/corpus/45.rs3	179	multinuc	180	span
./corpus_rs3/corpus/45.rs3	180	span	181	span
./corpus_rs3/corpus/45.rs3	181	span	207	span
./corpus_rs3/corpus/45.rs3	182	span	183	span
./corpus_rs3/corpus/45.rs3	183	span	181	elaboration
./corpus_rs3/corpus/45.rs3	184	span	185	span
./corpus_rs3/corpus/45.rs3	185	span	206	span
./corpus_rs3/corpus/45.rs3	186	span	32	concession
./corpus_rs3/corpus/45.rs3	187	span	188	span
./corpus_rs3/corpus/45.rs3	188	span	193	joint
./corpus_rs3/corpus/45.rs3	189	span	196	span
./corpus_rs3/corpus/45.rs3	190	span	193	joint
./corpus_rs3/corpus/45.rs3	191	span	193	joint
./corpus_rs3/corpus/45.rs3	193	multinuc	195	span
./corpus_rs3/corpus/45.rs3	194	span	198	contrast
./corpus_rs3/corpus/45.rs3	195	span	189	elaboration
./corpus_rs3/corpus/45.rs3	196	span	210	joint
./corpus_rs3/corpus/45.rs3	198	multinuc	199	span
./corpus_rs3/corpus/45.rs3	199	span	200	span
./corpus_rs3/corpus/45.rs3	200	span	21	elaboration
./corpus_rs3/corpus/45.rs3	201	span	206	evidence
./corpus_rs3/corpus/45.rs3	203	multinuc	204	span
./corpus_rs3/corpus/45.rs3	204	span	205	span
./corpus_rs3/corpus/45.rs3	205	span	185	elaboration
./corpus_rs3/corpus/45.rs3	206	span	211	span
./corpus_rs3/corpus/45.rs3	207	span	212	contrast
./corpus_rs3/corpus/45.rs3	210	multinuc	217	span
./corpus_rs3/corpus/45.rs3	211	span	212	contrast
./corpus_rs3/corpus/45.rs3	212	multinuc	213	span
./corpus_rs3/corpus/45.rs3	213	span	8	elaboration
./corpus_rs3/corpus/45.rs3	214	span	215	span
./corpus_rs3/corpus/45.rs3	215	span	216	span
./corpus_rs3/corpus/45.rs3	216	span	210	joint
./corpus_rs3/corpus/45.rs3	217	span	-	antithesis
./corpus_rs3/corpus/45.rs3	218	span	37	cause-effect
./corpus_rs3/corpus/45.rs3	220	multinuc	221	span
./corpus_rs3/corpus/45.rs3	221	span	40	elaboration
./corpus_rs3/corpus/45.rs3	222	span	256	joint
./corpus_rs3/corpus/45.rs3	223	span	256	joint
./corpus_rs3/corpus/45.rs3	224	span	225	joint
./corpus_rs3/corpus/45.rs3	225	multinuc	226	span
./corpus_rs3/corpus/45.rs3	226	span	47	elaboration
./corpus_rs3/corpus/45.rs3	227	span	228	span
./corpus_rs3/corpus/45.rs3	228	span	229	same-unit
./corpus_rs3/corpus/45.rs3	229	multinuc	230	span
./corpus_rs3/corpus/45.rs3	230	span	231	contrast
./corpus_rs3/corpus/45.rs3	231	multinuc	232	span
./corpus_rs3/corpus/45.rs3	232	span	260	joint
./corpus_rs3/corpus/45.rs3	233	span	234	span
./corpus_rs3/corpus/45.rs3	234	span	243	span
./corpus_rs3/corpus/45.rs3	235	span	57	cause-effect
./corpus_rs3/corpus/45.rs3	236	span	241	joint
./corpus_rs3/corpus/45.rs3	237	span	239	same-unit
./corpus_rs3/corpus/45.rs3	239	multinuc	240	span
./corpus_rs3/corpus/45.rs3	240	span	249	span
./corpus_rs3/corpus/45.rs3	241	multinuc	242	span
./corpus_rs3/corpus/45.rs3	242	span	234	elaboration
./corpus_rs3/corpus/45.rs3	243	span	260	joint
./corpus_rs3/corpus/45.rs3	244	span	247	sequence
./corpus_rs3/corpus/45.rs3	245	span	246	span
./corpus_rs3/corpus/45.rs3	246	span	247	sequence
./corpus_rs3/corpus/45.rs3	247	multinuc	248	span
./corpus_rs3/corpus/45.rs3	248	span	240	elaboration
./corpus_rs3/corpus/45.rs3	249	span	251	joint
./corpus_rs3/corpus/45.rs3	250	span	251	joint
./corpus_rs3/corpus/45.rs3	251	multinuc	252	span
./corpus_rs3/corpus/45.rs3	252	span	260	joint
./corpus_rs3/corpus/45.rs3	253	multinuc	254	span
./corpus_rs3/corpus/45.rs3	254	span	51	elaboration
./corpus_rs3/corpus/45.rs3	255	span	260	joint
./corpus_rs3/corpus/45.rs3	256	multinuc	257	span
./corpus_rs3/corpus/45.rs3	257	span	258	span
./corpus_rs3/corpus/45.rs3	258	span	259	span
./corpus_rs3/corpus/45.rs3	259	span	260	joint
./corpus_rs3/corpus/45.rs3	260	multinuc	-	antithesis
./corpus_rs3/corpus/45.rs3	262	multinuc	267	span
./corpus_rs3/corpus/45.rs3	263	span	265	same-unit
./corpus_rs3/corpus/45.rs3	265	multinuc	266	span
./corpus_rs3/corpus/45.rs3	266	span	268	span
