Path	Segment	Id	Parent	RR
./corpus_rs3/corpus/26.rs3	 Таким образом, в течение 17 лет Тбилиси по крайней мере трижды отталкивал Абхазию от себя.	69	152	joint
./corpus_rs3/corpus/26.rs3	 Абхазы платили тем же (изгнание грузинского населения).	70	152	joint
./corpus_rs3/corpus/26.rs3	 Насколько в этой связи обоснованно считать успешную реинтеграцию двух конфликтующих сторон возможной, необходимым и, главное, реалистичным делом?	71	153	joint
./corpus_rs3/corpus/26.rs3	 Риторический вопрос.	72	153	joint
./corpus_rs3/corpus/27.rs3	 ##### По всей видимости, протон-антипротонный коллайдер Теватрон,	1	33	span
./corpus_rs3/corpus/27.rs3	 расположенный в Фермилаб в Чикаго	2	1	elaboration
./corpus_rs3/corpus/27.rs3	 будет закрыт в октябре 2011 года.	3	32	same-unit
./corpus_rs3/corpus/27.rs3	 Несмотря на то, что научные консультанты рекомендовали продлить его финансирование ещё на три года,	4	5	concession
./corpus_rs3/corpus/27.rs3	 Министерству энергетики США не удалось отыскать необходимые для этого средства.	5	34	span
./corpus_rs3/corpus/27.rs3	 ##### Теватрон обладает долгой и яркой историей.	6	59	preparation
./corpus_rs3/corpus/27.rs3	 За 25 лет работы на нём было сделано немало больших открытий.	7	59	span
./corpus_rs3/corpus/27.rs3	 Так, именно на Теватроне был впервые получен T-кварк — самая тяжёлая из известных фундаментальных частиц.	8	57	joint
./corpus_rs3/corpus/27.rs3	 На Теватроне была измерена асимметрия материи и антиматерии в процессах, в которых она никогда ранее не наблюдалась.	9	57	joint
./corpus_rs3/corpus/27.rs3	 На нём же были проведены самые точные на сегодняшний день измерения массы W-бозона,	10	37	span
./corpus_rs3/corpus/27.rs3	 являющегося переносчиком слабого взаимодействия.	11	10	elaboration
./corpus_rs3/corpus/27.rs3	 ##### Строительство Теватрона было закончено в 1983 году,	12	42	sequence
./corpus_rs3/corpus/27.rs3	 однако источник антипротонов был установлен только в 1985 году,	13	42	sequence
./corpus_rs3/corpus/27.rs3	 а в 1986 году были произведены первые столкновения частиц.	14	42	sequence
./corpus_rs3/corpus/27.rs3	 Своё название коллайдер получил от сокращения ТэВ — тераэлектронвольт (триллион электрон-вольт),	15	38	span
./corpus_rs3/corpus/27.rs3	 поскольку именно такую энергию протонов (1 ТэВ) планировалось получить на ускорителе.	16	15	cause-effect
./corpus_rs3/corpus/27.rs3	 Однако эта цель была достигнута только в конце 90-х.	17	39	contrast
./corpus_rs3/corpus/27.rs3	 ##### Планировалось, что Теватрон параллельно с Большим адронным коллайдером (БАК) займётся поиском бозона Хиггса.	18	66	span
./corpus_rs3/corpus/27.rs3	 Бозон Хиггса является важной составляющей так называемой Стандартной модели — общепринятой наиболее фундаментальной теории всех частиц, известных современной физике.	19	65	span
./corpus_rs3/corpus/27.rs3	 Бозон Хиггса отвечает в этой модели за массу всех частиц,	20	63	joint
./corpus_rs3/corpus/27.rs3	 однако	21	45	same-unit
./corpus_rs3/corpus/27.rs3	 несмотря на упорные попытки,	22	23	concession
./corpus_rs3/corpus/27.rs3	 до сих пор не удаётся зафиксировать его в эксперименте.	23	43	span
./corpus_rs3/corpus/27.rs3	 На данный момент только Теватрон и БАК имеют шансы поймать-таки неуловимую частицу.	24	67	joint
./corpus_rs3/corpus/27.rs3	 ##### Для продолжения работы коллайдера	25	50	purpose
./corpus_rs3/corpus/27.rs3	 по оценкам специалистов	26	27	attribution
./corpus_rs3/corpus/27.rs3	 требовалось финансирование на уровне 35 млн долларов США в год,	27	50	span
./corpus_rs3/corpus/27.rs3	 однако	28	48	same-unit
./corpus_rs3/corpus/27.rs3	 из-за сложной финансовой ситуации	29	30	cause-effect
./corpus_rs3/corpus/27.rs3	 даже такие деньги оказались неподъёмными для правительства США.	30	46	span
./corpus_rs3/corpus/33.rs3	 ##### Нью-Йорк	1	59	preparation
./corpus_rs3/corpus/33.rs3	 - Глобальный экономический спад спровоцировал в Африке кризис развития,	2	59	span
./corpus_rs3/corpus/33.rs3	 который демонстрирует уязвимость континента не только перед экономическим спадом,	3	58	joint
./corpus_rs3/corpus/33.rs3	 но и перед изменением климата.	4	58	joint
./corpus_rs3/corpus/33.rs3	 Изменяющиеся погодные условия уже затронули миллионы африканцев,	5	63	span
./corpus_rs3/corpus/33.rs3	 уменьшив продовольственную безопасность,	6	61	joint
./corpus_rs3/corpus/33.rs3	 ускорив распространение болезней вроде малярии	7	61	joint
./corpus_rs3/corpus/33.rs3	 и вызвав массовую миграцию.	8	61	joint
./corpus_rs3/corpus/33.rs3	 В опасности оказались средства к существованию и жизни миллионов людей.	9	64	span
./corpus_rs3/corpus/33.rs3	 ##### Как это ни парадоксально, но кризис вместе с тем предоставляет Африке и уникальную возможность.	10	65	preparation
./corpus_rs3/corpus/33.rs3	 Безотлагательность усилий по борьбе с изменением климата выявляет интересные перспективы в сфере уменьшения отрицательных последствий,	11	65	span
./corpus_rs3/corpus/33.rs3	 особенно в области возобновляемой энергии и низкоуглеродистого роста.	12	11	elaboration
./corpus_rs3/corpus/33.rs3	 Существует реальная возможность подтолкнуть страны к новой модели развития,	13	67	joint
./corpus_rs3/corpus/33.rs3	 которая принесет пользу не только Африке,	14	66	joint
./corpus_rs3/corpus/33.rs3	 но и всему миру.	15	66	joint
./corpus_rs3/corpus/33.rs3	 ##### Вместе с тем, адаптация к изменению климата имеет особое значение.	16	69	span
./corpus_rs3/corpus/33.rs3	 Для Африки она означает развитие «защиты от климатических воздействий» через увеличение урожайности, инвестиции в стойкие к климату зерновые культуры и инфраструктуру, развитие сбора дождевой воды и расширение медицинских мер контроля в ожидании увеличения трансмиссивных болезней.	17	16	elaboration
./corpus_rs3/corpus/33.rs3	 Чтобы приспособиться к изменению климата,	18	19	purpose
./corpus_rs3/corpus/33.rs3	 Африке нужны дополнительные ресурсы и намного большие обязательства в отношении помощи.	19	70	span
./corpus_rs3/corpus/33.rs3	 ##### Финансирование адаптации к климату будет огромным вызовом,	20	77	span
./corpus_rs3/corpus/33.rs3	 особенно в связи с тем, что оно повлечет за собой дополнительные расходы поверх традиционной помощи в развитии	21	74	span
./corpus_rs3/corpus/33.rs3	 - в то время, когда бюджеты иностранной помощи и так испытывают давление.	22	21	background
./corpus_rs3/corpus/33.rs3	 Оценки необходимых объемов помощи развивающимися странами,	23	75	span
./corpus_rs3/corpus/33.rs3	 чтобы те могли приспособиться к этим вызовам,	24	23	purpose
./corpus_rs3/corpus/33.rs3	 варьируются между 50 и 100 миллиардами долларов в год.	25	76	same-unit
./corpus_rs3/corpus/33.rs3	 Именно поэтому так важно предложение британского премьер-министра Гордона Брауна о создании фонда для борьбы с изменением климата.	26	-	antithesis
./corpus_rs3/corpus/33.rs3	 ##### Отказ от действий сегодня увеличит затраты в будущем,	27	80	span
./corpus_rs3/corpus/33.rs3	 причем как финансовые, так и гуманитарные.	28	27	elaboration
./corpus_rs3/corpus/33.rs3	 Мы все проиграем,	29	79	span
./corpus_rs3/corpus/33.rs3	 если экономические и социальные успехи Африки за прошлое десятилетие будут аннулированы.	30	29	condition
./corpus_rs3/corpus/33.rs3	 Развивающиеся рынки могут исчезнуть,	31	81	comparison
./corpus_rs3/corpus/33.rs3	 а инвестиционные возможности испариться,	32	81	comparison
./corpus_rs3/corpus/33.rs3	 в то время как увеличится риск политической нестабильности.	33	83	sequence
./corpus_rs3/corpus/33.rs3	 ##### Каждое падение процентного пункта роста имеет прямые социальные последствия,	34	86	span
./corpus_rs3/corpus/33.rs3	 которые отражаются либо на недостатке пищи и детской смертности, либо на школьной посещаемости.	35	34	elaboration
./corpus_rs3/corpus/33.rs3	 Каждый человек,	36	84	span
./corpus_rs3/corpus/33.rs3	 которого подтолкнули обратно к бедности,	37	36	elaboration
./corpus_rs3/corpus/33.rs3	 является еще одним шагом в сторону от достижения Целей Развития Тысячелетия.	38	85	same-unit
./corpus_rs3/corpus/33.rs3	 ##### Учитывая все эти причины,	39	40	background
./corpus_rs3/corpus/33.rs3	 необходимо отметить особую важность продолжительных обязательств и поддержки Африки со стороны всех ее партнеров,	40	88	span
./corpus_rs3/corpus/33.rs3	 включая страны «Большой восьмерки».	41	40	elaboration
./corpus_rs3/corpus/33.rs3	 Как сообщается в статистическом отчете DATA этого года организации ONE, выступающей в защиту интересов Африки,	42	43	attribution
./corpus_rs3/corpus/33.rs3	 многие дарители соблюдают свои обязательства о помощи,	43	89	span
./corpus_rs3/corpus/33.rs3	 несмотря на экономический спад.	44	43	concession
./corpus_rs3/corpus/33.rs3	 ##### Эти страны признают практическую ценность инвестиций в развитие Африки, а также моральный и политический долг сдерживать свои обещания.	45	90	joint
./corpus_rs3/corpus/33.rs3	 Они признают, что Африка принимает на себя основной удар экономических и климатических кризисов,	46	91	span
./corpus_rs3/corpus/33.rs3	 даже несмотря на то, что она меньше всех ответственна за их появление.	47	46	concession
./corpus_rs3/corpus/33.rs3	 Прискорбно, однако, что не все страны «Большой восьмерки» придерживаются такого мнения.	48	94	span
./corpus_rs3/corpus/33.rs3	 Италия, где в этом году пройдет саммит «Большой восьмерки», запаздывает с выполнением своих обязательств,	49	93	span
./corpus_rs3/corpus/33.rs3	 в то время как она должна подавать пример всем остальным странам.	50	49	elaboration
./corpus_rs3/corpus/33.rs3	 ##### Мы все в равной степени нуждаемся в решениях,	51	95	span
./corpus_rs3/corpus/33.rs3	 которые могли бы помочь предотвратить экологическую катастрофу.	52	51	elaboration
./corpus_rs3/corpus/33.rs3	 Для этого будет необходимо появление смелого политического лидера и беспрецедентная солидарность между богатыми и бедными странами.	53	95	interpretation-evaluation
./corpus_rs3/corpus/33.rs3	 На саммите «Большой восьмерки» в этом году можно добиться крупных успехов в решении вопросов поддержки сельского хозяйства, инвестиций в «зеленые» технологии и укрепление системы здравоохранения.	54	97	elaboration
./corpus_rs3/corpus/33.rs3	 Мы надеемся, что лидеры «Большой восьмерки» продемонстрируют свою дальновидность	55	96	joint
./corpus_rs3/corpus/33.rs3	 и включат вопросы Африки в свое обсуждение.	56	96	joint
./corpus_rs3/corpus/33.rs3	 В этот ответственный момент международные партнеры Африки не должны от нее отворачиваться.	57	100	interpretation-evaluation
./corpus_rs3/corpus/37.rs3	 ##### ИЕРУСАЛИМ	1	77	preparation
./corpus_rs3/corpus/37.rs3	 – Как обнаружил посол по специальным поручениям президента Барака Обамы на Ближнем Востоке, посетив этот регион,	2	3	attribution
./corpus_rs3/corpus/37.rs3	 деятельности Америки по восстановлению мира между Израилем и Палестиной мешают три основных препятствия.	3	77	span
./corpus_rs3/corpus/37.rs3	 С этими препятствиями, несомненно, столкнётся и сам Обама на назначенной встрече с лидерами региона.	4	3	elaboration
./corpus_rs3/corpus/37.rs3	 ##### Первое затруднение	5	78	span
./corpus_rs3/corpus/37.rs3	 – на сегодняшний день занимающая центральное место –	6	5	elaboration
./corpus_rs3/corpus/37.rs3	 представляет собой продолжающаяся гражданская война в Палестине,	7	80	span
./corpus_rs3/corpus/37.rs3	 где Хамас контролирует сектор Газа,	8	7	elaboration
./corpus_rs3/corpus/37.rs3	 отказываясь признавать власть Палестинской автономии, возглавляемой Абу Мазеном.	9	8	elaboration
./corpus_rs3/corpus/37.rs3	 Элементарная неспособность палестинцев создать единое государство делает практически невозможными любые переговоры с Израилем,	10	81	span
./corpus_rs3/corpus/37.rs3	 не говоря уже о принятии какого-либо соглашения.	11	10	elaboration
./corpus_rs3/corpus/37.rs3	 Как можно установить мир между Палестиной и Израилем,	12	82	span
./corpus_rs3/corpus/37.rs3	 если палестинцы не могут добиться минимального согласия между собой?	13	12	condition
./corpus_rs3/corpus/37.rs3	 ##### Вторая проблема заключается в том, что правительство Израиля, с представителем партии Ликуд Бенджамином Нетаньяху в качестве премьер-министра, на данный момент располагает гораздо меньшей готовностью	14	83	span
./corpus_rs3/corpus/37.rs3	 – или даже возможностью –	15	14	elaboration
./corpus_rs3/corpus/37.rs3	 идти на существенные уступки	16	84	same-unit
./corpus_rs3/corpus/37.rs3	 и эвакуировать с территории Западного Берега сотни тысяч израильтянских	17	85	joint
./corpus_rs3/corpus/37.rs3	 ##### Третьей, и самой главной, проблемой является то обстоятельство, что соглашение 1993 года между Израилем и ООП (Организацией освобождения Палестины) до сих пор не принесло ожидаемых результатов.	18	88	joint
./corpus_rs3/corpus/37.rs3	 Попытки воссоздания мирного процесса Осло	19	86	span
./corpus_rs3/corpus/37.rs3	 – «Дорожная карта» и Аннаполисский мирный процесс –	20	19	elaboration
./corpus_rs3/corpus/37.rs3	 также обернулись неудачей, ограничившись праздными заявлениями и дешёвыми фотографиями.	21	87	same-unit
./corpus_rs3/corpus/37.rs3	 Для того, чтобы миссия Митчелла не превратилась в очередное бесплодное предприятие,	22	23	purpose
./corpus_rs3/corpus/37.rs3	 необходимо учесть причины этих неудач, продолжающихся уже полтора десятилетия.	23	91	span
./corpus_rs3/corpus/37.rs3	 ##### Как Палестину, так и Израиль можно легко и по праву обвинить в неудаче мирного процесса Осло.	24	89	contrast
./corpus_rs3/corpus/37.rs3	 Однако в основе этой неудачи лежит и более существенная причина, которую нельзя игнорировать.	25	89	contrast
./corpus_rs3/corpus/37.rs3	 ##### Мирный процесс, завершившийся соглашением Осло, заключался в попытке построить Палестинское государство сверху вниз;	26	96	restatement
./corpus_rs3/corpus/37.rs3	 т.е. создать палестинский национальный орган власти,	27	92	joint
./corpus_rs3/corpus/37.rs3	 передать ему территорию	28	92	joint
./corpus_rs3/corpus/37.rs3	 и усиливать его влияние посредством его вооружения и финансирования,	29	92	joint
./corpus_rs3/corpus/37.rs3	 а также проводить выборы	30	92	joint
./corpus_rs3/corpus/37.rs3	 – всё это в расчёте на то, что в результате возникнет государство Палестины.	31	93	interpretation-evaluation
./corpus_rs3/corpus/37.rs3	 Вместо этого возникла коррумпированная, милитаризованная Палестинская автономия,	32	97	span
./corpus_rs3/corpus/37.rs3	 враждующие силы безопасности которой оказались неспособны обеспечивать безопасность.	33	32	elaboration
./corpus_rs3/corpus/37.rs3	 Палестинская автономия также оказалась неспособна к проведению эффективных переговоров с Израилем и обеспечению основных нужд обычных палестинцев.	34	98	joint
./corpus_rs3/corpus/37.rs3	 ##### Очевидны две причины подобного провала:	35	102	preparation
./corpus_rs3/corpus/37.rs3	 организационная слабость гражданского сообщества Палестины,	36	100	span
./corpus_rs3/corpus/37.rs3	 которое не имеет необходимой инфраструктуры для того, чтобы создать государство;	37	36	elaboration
./corpus_rs3/corpus/37.rs3	 и невозможность одновременного создания государства и восстановления мира.	38	101	joint
./corpus_rs3/corpus/37.rs3	 Нигде в мире не существует прецедента,	39	104	span
./corpus_rs3/corpus/37.rs3	 свидетельствующего о возможности успеха подобного двустороннего процесса.	40	39	elaboration
./corpus_rs3/corpus/37.rs3	 ##### Необходимо провести коренные изменения в самой парадигме:	41	105	span
./corpus_rs3/corpus/37.rs3	 усилия должны быть направлены на создание государства Палестины снизу вверх.	42	41	elaboration
./corpus_rs3/corpus/37.rs3	 В пользу успеха подобного процесса уже существуют благоприятные свидетельства,	43	106	span
./corpus_rs3/corpus/37.rs3	 даже в разгаре неудач процесса, направленного сверху вниз.	44	43	concession
./corpus_rs3/corpus/37.rs3	 ##### За последние два года бывший премьер-министр Великобритании Тони Блэр, совместно с генералом армии США Китом Дайтоном успешно проводили процесс организационного строительства в трёх районах Западного Берега	45	107	span
./corpus_rs3/corpus/37.rs3	 – в Джанине, Вифлееме и Хевроне –	46	45	elaboration
./corpus_rs3/corpus/37.rs3	 превратив их в самые мирные области Западного Берега, где присутствие вооружённых сил Израиля сведено к минимуму.	47	107	elaboration
./corpus_rs3/corpus/37.rs3	 Местным властям были предоставлены необходимые средства и поддержка;	48	110	joint
./corpus_rs3/corpus/37.rs3	 независимые торговые палаты стали основной опорой местного среднего класса, занимающегося коммерцией,	49	108	span
./corpus_rs3/corpus/37.rs3	 в чьи интересы входит поддержание мира в регионе даже при отсутствии всеохватывающего мирного соглашения.	50	49	elaboration
./corpus_rs3/corpus/37.rs3	 Местные правоохранительные органы пршли переподготовку (в Иордане),	51	115	joint
./corpus_rs3/corpus/37.rs3	 и теперь выступают как полицейские органы охраны порядка,	52	113	contrast
./corpus_rs3/corpus/37.rs3	 а не как вооруженные отряды боевиков.	53	113	contrast
./corpus_rs3/corpus/37.rs3	 Также были возобновлены деловые отношения с близлежащими регионами Израиля.	54	116	joint
./corpus_rs3/corpus/37.rs3	 ##### Подобное усиление власти действенного местного правления было осуществлено с большой настойчивостью и без торжественной огласки.	55	120	joint
./corpus_rs3/corpus/37.rs3	 Эти проекты, направленные на практичные цели, впервые создали элементы, необходимые для эффективного создания государственной системы Палестины.	56	120	joint
./corpus_rs3/corpus/37.rs3	 ##### Разумеется, подобный процесс займёт долгое время	57	121	joint
./corpus_rs3/corpus/37.rs3	 и потребует терпения.	58	121	joint
./corpus_rs3/corpus/37.rs3	 Однако до сих пор подобный подход является единственным,	59	123	span
./corpus_rs3/corpus/37.rs3	 эффективность которого была доказана,	60	59	elaboration
./corpus_rs3/corpus/37.rs3	 в то время как все остальные попытки обернулись крахом.	61	124	comparison
./corpus_rs3/corpus/37.rs3	 Как недавно высказался Блэр,	62	126	attribution
./corpus_rs3/corpus/37.rs3	 подобный процесс построения государства, направленный снизу вверх, может даже совпадать с целью,	63	125	span
./corpus_rs3/corpus/37.rs3	 поставленной Нетаньяху, по созданию «экономического мира»,	64	63	elaboration
./corpus_rs3/corpus/37.rs3	 несмотря на то, что со временем этот процесс выйдет за его рамки.	65	125	concession
./corpus_rs3/corpus/37.rs3	 Безусловно, подобный подход потребует полной остановки поселенческой деятельности Израиля.	66	127	interpretation-evaluation
./corpus_rs3/corpus/37.rs3	 Тщательная разработка подобного проекта позволит надеяться на то, что правительство Израиля его примет,	67	-	antithesis
./corpus_rs3/corpus/37.rs3	 пусть и без особого энтузиазма.	68	67	concession
./corpus_rs3/corpus/37.rs3	 ##### Процесс Осло обернулся неудачей;	69	131	joint
./corpus_rs3/corpus/37.rs3	 попытка его возобновления	70	130	span
./corpus_rs3/corpus/37.rs3	 – скажем, посредством бейрутской общеарабской мирной инициативы –	71	70	elaboration
./corpus_rs3/corpus/37.rs3	 лишь выявит все существующие разногласия между сторонами,	72	128	contrast
./corpus_rs3/corpus/37.rs3	 но не поможет преодолеть провал попыток создания государственной системы Палестины.	73	128	contrast
./corpus_rs3/corpus/37.rs3	 После всех неудач,	74	132	span
./corpus_rs3/corpus/37.rs3	 постигших попытки построить государство Палестины сверху вниз,	75	74	elaboration
./corpus_rs3/corpus/37.rs3	 единственный оставшийся путь заключается в старомодном подходе – снизу вверх.	76	133	span
./corpus_rs3/corpus/23.rs3	 ##### В преддверии публикации на «Часкоре» отрывков из документальной книги Альдо Нове	1	2	background
./corpus_rs3/corpus/23.rs3	 переводчик и литературный критик Михаил Визель рассуждает о жанре non-fiction, «юных каннибалах» и «новых бедных».	2	105	span
./corpus_rs3/corpus/23.rs3	 В мае 2006 года престижнейшее итальянское издательство «Эйнауди» выпустило книгу, которая при всём желании не могла бы затеряться среди новинок,	3	104	span
./corpus_rs3/corpus/23.rs3	 хотя, как известно, на прилавках итальянских книжных магазинов затеряться проще, чем на каких бы то ни было :	4	103	span
./corpus_rs3/corpus/23.rs3	 столько там изумительно оформленных и изданных книг.	5	4	cause-effect
./corpus_rs3/corpus/23.rs3	 ##### Но слишком уж вываливающимся, неудобным во всех смыслах было её название :	6	102	span
./corpus_rs3/corpus/23.rs3	 «Mi chiamo Roberta,	7	94	joint
./corpus_rs3/corpus/23.rs3	 ho 40 anni,	8	94	joint
./corpus_rs3/corpus/23.rs3	 guadagno 250 euro al mese...»,	9	94	joint
./corpus_rs3/corpus/23.rs3	 то есть «Меня зовут Роберта,	10	96	joint
./corpus_rs3/corpus/23.rs3	 мне 40 лет,	11	96	joint
./corpus_rs3/corpus/23.rs3	 я получаю 250 евро в месяц».	12	96	joint
./corpus_rs3/corpus/23.rs3	 ##### Впрочем, автор этой книги уже успел приучить публику к тому, что от него надо ждать чего-то возмутительного. И неожиданного.	13	120	preparation
./corpus_rs3/corpus/23.rs3	 39-летний на тот момент ломбардец Антонелло Чентанин,	14	117	span
./corpus_rs3/corpus/23.rs3	 пишущий под именем Альдо Нове	15	115	restatement
./corpus_rs3/corpus/23.rs3	 (то есть буквально — Альдо Девятка),	16	115	restatement
./corpus_rs3/corpus/23.rs3	 получил широкую известность десятью годами ранее,	17	113	span
./corpus_rs3/corpus/23.rs3	 выпустив книгу «Супервубинда».	18	17	cause-effect
./corpus_rs3/corpus/23.rs3	 ##### «Супервубинда» — собрание коротких чернушных страшилок,	19	123	span
./corpus_rs3/corpus/23.rs3	 в которых взбесившаяся реальность,	20	109	span
./corpus_rs3/corpus/23.rs3	 неотличимая от компьютерных игр и выпусков мировых теленовостей,	21	20	elaboration
./corpus_rs3/corpus/23.rs3	 кровила,	22	108	joint
./corpus_rs3/corpus/23.rs3	 потела,	23	108	joint
./corpus_rs3/corpus/23.rs3	 испускала резкие звуки и запахи.	24	108	joint
./corpus_rs3/corpus/23.rs3	 ##### Итальянские критики,	25	186	span
./corpus_rs3/corpus/23.rs3	 убаюканные (после смерти в 1985 году Итало Кальвино и 1990-м — Альберто Моравиа) учёнейшим эрудитом Умберто Эко, изысканным сказочником Алессандро Барикко и подобными утончёнными господами,	26	25	background
./corpus_rs3/corpus/23.rs3	 ошалели	27	188	same-unit
./corpus_rs3/corpus/23.rs3	 — ничего подобного они не видели со времён футуристических скандалов!	28	189	cause-effect
./corpus_rs3/corpus/23.rs3	 ##### И окрестили новейшее течение	29	124	span
./corpus_rs3/corpus/23.rs3	 — а кроме самого Нове, в него «подтянулись» ещё несколько ярких городских парней, в первую очередь Николо Амманити и Тициано Скарпа,	30	29	elaboration
./corpus_rs3/corpus/23.rs3	 — gioventú cannibale,	31	127	restatement
./corpus_rs3/corpus/23.rs3	 то есть «молодые каннибалы», или «юные людоеды».	32	127	restatement
./corpus_rs3/corpus/23.rs3	 ##### Русская публика тоже по достоинству оценила «Супервубинду»,	33	198	span
./corpus_rs3/corpus/23.rs3	 которой очень повезло с русским переводчиком	34	130	span
./corpus_rs3/corpus/23.rs3	 — Геннадий Киселёв, перевоссоздавая её, вплотную подошёл к грани, отделяющей перевод от оригинального русского текста ...	35	34	elaboration
./corpus_rs3/corpus/23.rs3	 ##### Впрочем, автор этих строк, совершенно независимо от Киселёва и одновременно с ним, тоже перевёл один из ключевых «каннибальских» рассказов Нове — «Любовная жизнь».	36	37	background
./corpus_rs3/corpus/23.rs3	 ##### Неудивительно, что, оказавшись в мае 2006 года в Генуе, я немедленно купил новую книгу Нове,	37	200	span
./corpus_rs3/corpus/23.rs3	 и столь же неудивительно, что с «моим», то есть «каннибальским», этот Нове имеет мало общего.	38	201	span
./corpus_rs3/corpus/23.rs3	 ##### Я, в общем, ждал этого,	39	131	span
./corpus_rs3/corpus/23.rs3	 потому что знал, что он (как и прочие повзрослевшие «каннибалы») давно преодолел юношеское искушение гипернатурализма.	40	39	cause-effect
./corpus_rs3/corpus/23.rs3	 ##### Но Альдо всё равно удалось меня удивить и озадачить.	41	196	contrast
./corpus_rs3/corpus/23.rs3	 Подписанная его именем книга — это, собственно, не книга, а сборник интервью, взятых Нове по заданию коммунистической (!) газеты Liberazione у «новых бедных»	42	132	span
./corpus_rs3/corpus/23.rs3	 — итальянцев в возрасте от 28 до 45 лет, принадлежащих к самым разным социальным слоям и группам — от дизайнера до овцевода.	43	42	elaboration
./corpus_rs3/corpus/23.rs3	 ##### Всех их объединяет одно :	44	213	preparation
./corpus_rs3/corpus/23.rs3	 они,	45	208	same-unit
./corpus_rs3/corpus/23.rs3	 как и обещает название книги,	46	206	background
./corpus_rs3/corpus/23.rs3	 работают за гроши,	47	48	cause-effect
./corpus_rs3/corpus/23.rs3	 перебиваясь от месяца к месяцу.	48	206	span
./corpus_rs3/corpus/23.rs3	 Хотя вроде бы не глупы,	49	134	joint
./corpus_rs3/corpus/23.rs3	 не ленивы,	50	134	joint
./corpus_rs3/corpus/23.rs3	 не подвержены разрушительным вредным привычкам ;	51	134	joint
./corpus_rs3/corpus/23.rs3	 они даже честные и совестливые	52	211	span
./corpus_rs3/corpus/23.rs3	 — и не в этом ли всё дело?	53	52	interpretation-evaluation
./corpus_rs3/corpus/23.rs3	 ##### Когда известный писатель «смиряется» до роли интервьюера	54	136	joint
./corpus_rs3/corpus/23.rs3	 и выпускает социально заряженную документальную книгу,	55	135	span
./corpus_rs3/corpus/23.rs3	 потому что считает это более важным, чем собственный фикшн,	56	55	cause-effect
./corpus_rs3/corpus/23.rs3	 — это случай нечастый, но не уникальный.	57	139	same-unit
./corpus_rs3/corpus/23.rs3	 ##### Можно вспомнить и «Подземку» Харуки Мураками	58	141	span
./corpus_rs3/corpus/23.rs3	 (собрание интервью с жертвами зариновой атаки в токийском метро),	59	58	elaboration
./corpus_rs3/corpus/23.rs3	 и «Грешников» Ильи Стогова	60	142	span
./corpus_rs3/corpus/23.rs3	 (беседы с оставшимися в живых персонажами питерской клубной тусовки 90-х)	61	60	elaboration
./corpus_rs3/corpus/23.rs3	 , не говоря уж про хемингуэевские репортажи	62	143	span
./corpus_rs3/corpus/23.rs3	 - памфлеты из охваченной гражданской войной Испании	63	62	elaboration
./corpus_rs3/corpus/23.rs3	 и американскую «новую журналистику»,	64	150	span
./corpus_rs3/corpus/23.rs3	 догадавшуюся, что необычные персонажи эффективнее,	65	149	span
./corpus_rs3/corpus/23.rs3	 когда они сысканы в жизни,	66	147	contrast
./corpus_rs3/corpus/23.rs3	 а не выдуманы	67	145	joint
./corpus_rs3/corpus/23.rs3	 и не обобщены.	68	145	joint
./corpus_rs3/corpus/23.rs3	 ##### Но «Роберта ...» выделяется и здесь.	69	180	span
./corpus_rs3/corpus/23.rs3	 В ней не просто приводятся подлинные истории.	70	179	span
./corpus_rs3/corpus/23.rs3	 В этой книги Нове	71	159	same-unit
./corpus_rs3/corpus/23.rs3	 — и позже, в Москве, он сам подтвердил мне,	72	73	attribution
./corpus_rs3/corpus/23.rs3	 что это было его сознательное намерение, —	73	155	span
./corpus_rs3/corpus/23.rs3	 зафиксировал поразительную тенденцию.	74	158	span
./corpus_rs3/corpus/23.rs3	 ##### Впервые, наверное, со времён Возрождения в Италии (и в Европе?) сложилась ситуация, когда поколение детей живёт хуже, чем поколение их родителей.	75	172	span
./corpus_rs3/corpus/23.rs3	 ##### Родители нынешних 35 — 45-летних могли рассчитывать на социальную защиту (доступные детские сады, санатории, квалифицированная бесплатная медицина), на доступное жильё, на твёрдую пенсию.	76	170	contrast
./corpus_rs3/corpus/23.rs3	 ##### Сейчас для их выросших детей своя отдельная квартира — вещь куда менее доступная	77	161	span
./corpus_rs3/corpus/23.rs3	 (если только не досталась по наследству от тех же родителей или бабушек-дедушек)	78	77	condition
./corpus_rs3/corpus/23.rs3	 , и, как говорится, в случае чего рассчитывать им приходится только на себя.	79	166	joint
./corpus_rs3/corpus/23.rs3	 И только в большом городе	80	165	span
./corpus_rs3/corpus/23.rs3	 — в маленьких городах нормальной работы за нормальные деньги нет	81	163	joint
./corpus_rs3/corpus/23.rs3	 и не предвидится.	82	163	joint
./corpus_rs3/corpus/23.rs3	 ##### Нам в России более чем знакома эта ситуация, не правда ли?	83	176	span
./corpus_rs3/corpus/23.rs3	 И в наступивший кризис она ещё заострилась.	84	83	elaboration
./corpus_rs3/corpus/23.rs3	 Но ведь книга всё-таки 2006 года,	85	174	joint
./corpus_rs3/corpus/23.rs3	 а интервью, в неё вошедшие, брались ещё раньше, в 2004—2005 годах.	86	174	joint
./corpus_rs3/corpus/23.rs3	 ##### Важнее другое:	87	225	interpretation-evaluation
./corpus_rs3/corpus/23.rs3	 Италия всегда шла в авангарде общеевропейских тенденций.	88	223	span
